InstrumentId	Isin	Desc	CurrencyStr	Date
T1398	XS0109437441	KEL 6.375 APR31	GBP	20170914
T1362	XS0078740221	EQ0 8 AUG49	GBP	20170914
T3048	XS0076219574	NEDG DEC17	ZAR	20170914
T3049	XS0078962809	RSA 0.0 DEC27	ZAR	20170914
T3050	XS0079398250	RSA 0.0 DEC32	ZAR	20170914
T1363	XS0081575531	RAIT 7.375 NOV22	GBP	20170914
T1364	XS0085727559	EIB 6 DEC28	GBP	20170914
T2963	XS0088543193	RUSS 12.75 JUN28	USD	20170914
E45	IT0003497168	TELECOM ITALIA S	EUR	20170914
T3009	US912810FP85	T 5_3/8_02/31	USD	20170914
T3011	US912810FR42	TIPS_2_3/8_01/25	USD	20170914
T3016	US912810PU60	T 5_05/37	USD	20170914
T3014	US912810PS15	TIPS_2_3/8_01/27	USD	20170914
T3015	US912810PT97	T 4_3/4_02/37	USD	20170914
T3017	US912810PW27	T 4_3/8_02/38	USD	20170914
T3018	US912810PX00	T 4_1/2_05/38	USD	20170914
T3019	US912810QA97	T 3_1/2_02/39	USD	20170914
T3020	US912810QB70	T 4_1/4_05/39	USD	20170914
T3022	US912810QE10	T 4_5/8_02/40	USD	20170914
T3024	US912810QH41	T 4_3/8_05/40	USD	20170914
T3023	US912810QF84	TIPS_2_1/8_02/40	USD	20170914
E20	GB00B1QH8P22	SPORTS DIRECT IN	GBP	20170914
E46	GB00BDVZYZ77	ROYAL MAIL	GBP	20170914
E24	GB0008220112	DS SMITH PLC	GBP	20170914
E3	FI0009003305	SAMPO OYJ-A SHS	EUR	20170914
E30	IT0003153415	SNAM SPA	EUR	20170914
E16	SE0000108227	SKF AB- B SHARES	SEK	20170914
E15	SE0000193120	SVENSKA HAN-A	SEK	20170914
E40	US6541061031	NIKE INC -CL B	USD	20170914
E41	FI0009005961	STORA ENSO OYJ-R	EUR	20170914
E590	PTPTC0AM0009	PORTUGAL TEL-REG	EUR	20170914
E591	IT0004176001	PRYSMIAN SPA	EUR	20170914
E593	DK0060252690	PANDORA A/S	DKK	20170914
E536	FR0000130213	LAGARDERE SCA	EUR	20170914
E538	JP3629000005	TOPPAN PRINTING	JPY	20170914
E541	JP3419050004	SEGA SAMMY HOLD	JPY	20170914
E524	FR0000125346	INGENICO	EUR	20170914
E548	JP3224200000	KAWASAKI HVY IND	JPY	20170914
E525	FR0000120685	NATIXIS	EUR	20170914
E527	GB0033195214	KINGFISHER PLC	GBP	20170914
E553	JP3112000009	ASAHI GLASS CO	JPY	20170914
E530	GB0008706128	LLOYDS BANKING	GBP	20170914
E533	IE0004906560	KERRY GROUP-A	EUR	20170914
E557	JP3351600006	SHISEIDO CO LTD	JPY	20170914
E564	JP3635000007	TOYOTA TSUSHO	JPY	20170914
E544	JP3183200009	JAPAN EXCHANGE G	JPY	20170914
E545	JP3675600005	NISSIN FOODS HOL	JPY	20170914
E570	JP3505000004	DAIWA HOUSE INDU	JPY	20170914
E552	JP3260800002	KINTETSU CORP	JPY	20170914
E574	GB00B08SNH34	NATIONAL GRID PL	GBP	20170914
E551	JP3351100007	SYSMEX CORP	JPY	20170914
E577	GB00BHY3ZD12	MELROSE INDUSTRI	GBP	20170914
E560	JP3360800001	HULIC CO LTD	JPY	20170914
E586	DE000LED4000	OSRAM LICHT AG	EUR	20170914
E565	JP3358000002	SHIMANO INC	JPY	20170914
E568	JP3899800001	MITSUBISHI MOTOR	JPY	20170914
G2597	US31393RKN97	FHR 2629 AN	USD	20170914
G2255	US3137AR5Y85	FHR 4060 JS	USD	20170914
G2354	US38374JZQ20	GNR 2004-86 SW	USD	20170914
T1064	ES0000012932	SPGB 4.2 01/37	EUR	20170914
T2639	912828PN4	T 2_3/4_12/17	USD	20170914
C939	XSNOREFOB375	NOREFOB_SHIMIZU_CORP/7Y	EUR	20170914
G2340	US38374C4S71	GNR 2003-85 ST	USD	20170914
T1061	ES00000122T3	SPGB 4.85 10/20	EUR	20170914
G2319	US36192KAT43	GSMS 2012-GCJ7 A4	USD	20170914
T2692	642866GB7	PROV NB 4.45 03/26/2018	CAD	20170914
T961	AT0000A04967	RAGB 4.15 03/37	EUR	20170914
T1057	ES00000121O6	SPGB 4.3 10/19	EUR	20170914
T1074	FR0000570889	OAT CPN OCT17	EUR	20170914
T1432	JP1102881792	JB288	JPY	20170914
G1903	XS0274617439	EUMAX V A4	EUR	20170914
G2399	US38376GU401	GNR 2011-77 IO	USD	20170914
G2343	US38373SB973	GNR 2003-17 IO	USD	20170914
T1367	XS0089572316	ITAL 6 AUG28	GBP	20170914
T1368	XS0091139914	IBRD 5.4 JUN21	GBP	20170914
T2871	US177464AR53	MUF 10127	USD	20170914
T2872	US177464AS37	MUN CITRUS 10122	USD	20170914
T2873	US182564AW48	MUF CLARKSV 10133	USD	20170914
T2875	US246388LA89	MUN DELSTHLTH	USD	20170914
T2879	US27927WAD48	ECUA 4 AUG30	USD	20170914
T2878	US254839VP55	MUN 120129	USD	20170914
T2880	US345370BY59	FMC 6.625 OCT28	USD	20170914
T2881	US345370BZ25	FMC 6.375 FEB29	USD	20170914
T2884	US371488AP23	TR BND 12/12/27	USD	20170914
T2887	US448814EJ85	QHEL 8.05 JUL24	USD	20170914
T2882	US353555TEMP	UST 5.38 FEB31	USD	20170914
T2868	US144838AC34	MUN CARROLL 100132	USD	20170914
T2869	US17303PAA03	CCI 7.933 FEB27	USD	20170914
E19	IT0004712375	FERRAGAMO SPA	EUR	20170914
E43	AT0000720008	TELEKOM AUSTRIA	EUR	20170914
E52	ES0173516115	REPSOL SA	EUR	20170914
E53	NL0000360618	SBM OFFSHORE NV	EUR	20170914
E57	FR0010451203	REXEL SA	EUR	20170914
E59	GB00B019KW72	SAINSBURY PLC	GBP	20170914
E60	GB0002405495	SCHRODERS PLC	GBP	20170914
E63	NO0003028904	SCHIBSTED ASA	NOK	20170914
E64	SE0000112724	SVENSKA CELL-B	SEK	20170914
E66	SE0000113250	SKANSKA AB-B	SEK	20170914
E67	GB00B5ZN1N88	SEGRO PLC	GBP	20170914
E68	FR0010613471	SUEZ ENVIRONNEME	EUR	20170914
E69	GB00B6YTLS95	STAGECOACH GROUP	GBP	20170914
E71	SE0000148884	SEB AB-A	SEK	20170914
T1545	JP12009216C0	JL92	JPY	20170914
T1548	JP1200951760	JL95	JPY	20170914
T1549	JP1200961785	JL96	JPY	20170914
E80	GB00B1WY2338	SMITHS GRP PLC	GBP	20170914
E82	NO0010096985	STATOIL ASA	NOK	20170914
E83	IT0004954662	WORLD DUTY FREE	EUR	20170914
E87	SE0000242455	SWEDBANK AB-A	SEK	20170914
E89	GB0007669376	ST JAMES'S PLACE	GBP	20170914
E90	US0214411003	ALTERA CORP	USD	20170914
E100	NO0010063308	TELENOR ASA	NOK	20170914
E101	GB00B1VYCH82	THOMAS COOK GROU	GBP	20170914
E106	ES0109427734	ATRESMEDIA CORP	EUR	20170914
E111	GB00B10RZP78	UNILEVER PLC	GBP	20170914
E575	CH0038863350	NESTLE SA-REG	CHF	20170914
E576	DE0008430026	MUENCHENER RUE-R	EUR	20170914
E555	JP3762800005	NOMURA RESEARCH	JPY	20170914
E582	IT0000062957	MEDIOBANCA	EUR	20170914
E581	SE0000221723	MEDA AB-A	SEK	20170914
E583	DK0060534915	NOVO NORDISK-B	DKK	20170914
E588	FI0009014377	ORION OYJ-CL B	EUR	20170914
E589	GB0006825383	PERSIMMON	GBP	20170914
E587	GB00B1Z4ST84	PROVIDENT FIN	GBP	20170914
E596	ES0173093115	RED ELECTRICA	EUR	20170914
E600	JP3160400002	EISAI CO LTD	JPY	20170914
E601	JP3877600001	MARUBENI CORP	JPY	20170914
E603	JP3551520004	DENTSU INC	JPY	20170914
E609	JP3476480003	DAI-ICHI LIFE	JPY	20170914
E611	JP3266400005	KUBOTA CORP	JPY	20170914
E619	JP3783600004	EAST JAPAN RAIL	JPY	20170914
E621	JP3463000004	TAKEDA PHARMACEU	JPY	20170914
E623	JP3890350006	SMFG	JPY	20170914
E625	JP3436100006	SOFTBANK CORP	JPY	20170914
E628	US8550301027	STAPLES INC	USD	20170914
E633	DE000EVNK013	EVONIK INDUSTRIE	EUR	20170914
E637	FR0010221234	EUTELSAT COMMUNI	EUR	20170914
E638	IT0003856405	FINMECCANICA SPA	EUR	20170914
E641	FR0000120271	TOTAL SA	EUR	20170914
E645	FR0000130338	VALEO SA	EUR	20170914
E648	FR0010533075	GROUPE EUROTUNNE	EUR	20170914
E650	GB00B01FLL16	GREAT PORT EST	GBP	20170914
G876	US52522FAA49	LXSN 2006-AR2 A1	USD	20170914
T1403	XS0120563894	IBRD 5.75 JUN32	GBP	20170914
C1302	XS0257129519	EJRAIL 4 7/8 06/14/34	GBP	20170914
T1604	JP1801891001	JGBS 0 09/20/18	JPY	20170914
T1646	JP1802931004	JGBS 0 03/20/29	JPY	20170914
G2480	US3137AVXF98	FHR 4126 PL	USD	20170914
T3013	US912810FT08	T 4_1/2_02/36	USD	20170914
T1272	SK4120004318	SLOVGB 5.3 05/19	EUR	20170914
G2358	US38373WQF85	GNR 2002-24 AG	USD	20170914
G2532	US31395PLQ36	FHR 2953 DA	USD	20170914
T1179	IT0001464194	BTP CPN MAY30	EUR	20170914
T1519	JP1200661427	JL66	JPY	20170914
G2609	US31395FZR80	FHR 2864 LE	USD	20170914
T1650	JP1803031002	JGBS 0 03/20/30	JPY	20170914
G2396	US38376GN976	GNR 2011-53 IO	USD	20170914
T1514	JP120061P340	JLP61	JPY	20170914
G1902	XS0277606942	PROMS XXS6-1 D	EUR	20170914
T1602	JP1801831007	JGBS 0 03/20/18	JPY	20170914
T1539	JP1200861647	JL86	JPY	20170914
C925	XS0219724878	EIB 4.0 10/37	EUR	20170914
T2934	US912810ED64	UST 8.125 AUG19	USD	20170914
T2929	US912803BM40	TR TPRN 11/15/27	USD	20170914
T1350	XS0046132014	BARCL 9 OCT49	GBP	20170914
T2941	US912833KT61	UST 0 NOV18	USD	20170914
T2942	US912833KV18	UST 0 MAY19	USD	20170914
T1347	XS0041078535	NWB 11.5 DEC49	GBP	20170914
T2940	US912833KS88	UST 0 AUG18	USD	20170914
T1381	XS0096272355	SPAI 5.25 APR29	GBP	20170914
T1383	XS0096499057	EIB 5 APR39	GBP	20170914
T1385	XS0097283096	BRIT 5.75 DEC28	GBP	20170914
T1389	XS0103338496	BRIG 7 DEC24	GBP	20170914
T1394	XS0106561094	BNG 5.75 JAN19	GBP	20170914
T1395	XS0107382532	AAB 6.375 DEC28	GBP	20170914
T1400	XS0116066449	CITI 6.5 AUG30	GBP	20170914
T2615	912828TC4	T 1_06/19	USD	20170914
T2627	912828RH5	T 1_3/8_09/18	USD	20170914
E77	PTSON0AM0001	SONAE	EUR	20170914
E54	FR0000120578	SANOFI	EUR	20170914
E79	GB0009223206	SMITH & NEPHEW	GBP	20170914
E56	GB0004835483	SABMILLER PLC	GBP	20170914
E58	IT0003007728	TOD'S SPA	EUR	20170914
E84	NL0000226223	STMICROELECTRONI	EUR	20170914
E85	LU0075646355	SUBSEA 7 SA	NOK	20170914
E86	GB00B1FH8J72	SEVERN TRENT	GBP	20170914
E93	US30231G1022	EXXON MOBIL CORP	USD	20170914
E94	GB0007908733	SSE PLC	GBP	20170914
E74	IT0000068525	SAIPEM SPA	EUR	20170914
E97	DK0060228559	TDC A/S	DKK	20170914
E102	GB00B4YCDF59	TALKTALK TEL	GBP	20170914
E103	CH0011037469	SYNGENTA AG-REG	CHF	20170914
E107	DE0007500001	THYSSENKRUPP AG	EUR	20170914
E108	FR0000054900	TELEVISION FRANC	EUR	20170914
E112	IT0004810054	UNIPOL GRUPPO FI	EUR	20170914
E88	SE0000310336	SWEDISH MATCH AB	SEK	20170914
E116	IT0003487029	UBI BANCA SCPA	EUR	20170914
E92	US9314221097	WALGREEN CO	USD	20170914
E98	ES0178430E18	TELEFONICA	EUR	20170914
E99	LU0156801721	TENARIS SA	EUR	20170914
E78	CH0012549785	SONOVA HOLDING A	CHF	20170914
E104	SE0000667925	TELIASONERA AB	SEK	20170914
E109	CH0012255151	SWATCH GROUP-BR	CHF	20170914
E95	GB0003308607	SPECTRIS PLC	GBP	20170914
E652	DE0006047004	HEIDELBERGCEMENT	EUR	20170914
E653	IE0000669501	GLANBIA PLC	EUR	20170914
E656	GB00B01FLG62	G4S PLC	GBP	20170914
E303	US1729674242	CITIGROUP INC	USD	20170914
E308	US1266501006	CVS CAREMARK COR	USD	20170914
E660	US8715031089	SYMANTEC CORP	USD	20170914
E661	US8923561067	TRACTOR SUPPLY	USD	20170914
E607	JP3818000006	FUJITSU LTD	JPY	20170914
E610	JP3519400000	CHUGAI PHARMA CO	JPY	20170914
E612	JP3592200004	TOSHIBA CORP	JPY	20170914
E618	JP3893200000	MITSUI FUDOSAN	JPY	20170914
E595	FR0000051807	TELEPERFORMANCE	EUR	20170914
E598	FR0000120503	BOUYGUES SA	EUR	20170914
E624	JP3726800000	JAPAN TOBACCO	JPY	20170914
E626	US8265521018	SIGMA-ALDRICH	USD	20170914
E627	US82968B1035	SIRIUS XM HOLDIN	USD	20170914
E635	ES0122060314	FCC	EUR	20170914
E608	JP3198900007	ORIENTAL LAND CO	JPY	20170914
E613	JP3143600009	ITOCHU CORP	JPY	20170914
E614	JP3914400001	MURATA MFG CO	JPY	20170914
E639	DE0005785802	FRESENIUS MEDICA	EUR	20170914
E617	JP3566800003	CENTRAL JAPAN RL	JPY	20170914
E620	JP3802300008	FAST RETAILING	JPY	20170914
E646	PTGAL0AM0009	GALP ENERGIA	EUR	20170914
E622	JP3551500006	DENSO CORP	JPY	20170914
E647	SE0000202624	GETINGE AB-B SHS	SEK	20170914
E604	JP3475350009	DAIICHI SANKYO	JPY	20170914
T858	135087YL2	CANADA 4.25 06/01/2018	CAD	20170914
T1203	IT0003268833	BTP CPN AUG18	EUR	20170914
T2664	912828TS9	T 5/8_09/17	USD	20170914
T1643	JP1802861003	JGBS 0 06/20/28	JPY	20170914
T1053	ES00000120N0	SPGB 4.9 07/40	EUR	20170914
T1055	ES00000121G2	SPGB 4.8 01/24	EUR	20170914
T1438	JP1102941877	JB294	JPY	20170914
T1256	NL0000103331	NEDER CPN JAN26	EUR	20170914
T843	AU0000ABOHH0	AU0000ABOHH0	AUD	20170914
T2631	912828PF1	T 1_7/8_10/17	USD	20170914
T1112	FR0010466938	OAT 4.25 10/23	EUR	20170914
T1682	JP203626TEMP	JGB 1 MAR23	JPY	20170914
G1288	XS0235319331	LORDS 1 A	GBP	20170914
T1384	XS0096874671	PRUF 5.875 MAY29	GBP	20170914
T2637	912828PY0	T 2_3/4_02/18	USD	20170914
T2638	912810QX9	T 2_3/4_08/42	USD	20170914
T2644	912828PC8	T 2_5/8_11/20	USD	20170914
T2648	912828UE8	T 3/4_12/17	USD	20170914
T2657	912810QY7	T 30_YEAR	USD	20170914
T2661	912810QN1	T 4_3/4_02/41	USD	20170914
T2670	912828TH3	T 7/8_07/19	USD	20170914
T2675	912810EE4	T 8_1/2_02/20	USD	20170914
T849	135087UL6	CAN TIPS 4.250 12/01/2021	CAD	20170914
T854	135087ZS6	CANADA 3.500 12/01/2045	CAD	20170914
T859	135087XW9	CANADA 5 06/01/2037	CAD	20170914
T2688	31739ZAG0	PROV FNQ 5.250 06/01/2034	CAD	20170914
T2693	642866FW2	PROV NB 4.65 09/26/2035	CAD	20170914
T2701	683078GG8	PROV OH 8.250 06/22/2026	CAD	20170914
T2705	683234YD4	PROV ONT 4.700 06/02/2037	CAD	20170914
T2711	683234HM3	PROV ONT 8.100 09/08/2023	CAD	20170914
T2719	912828TE0	TIPS_1/8_07/22	USD	20170914
T2723	912828JX9	TIPS_2_1/8_01/19	USD	20170914
T2728	912828UN8	W_10_YR	USD	20170914
E72	US09253U1088	Blackstone	USD	20170914
E117	GB0008847096	TESCO PLC	GBP	20170914
E118	DE0005089031	UNITED INTERN-RE	EUR	20170914
E120	SE0000115446	VOLVO AB-B	SEK	20170914
G2302	US31393CMK61	FNR 2003-48 S	USD	20170914
G2303	US31392GSP18	FNW 2002-W12 AF6	USD	20170914
G2304	US3137AUS267	FHR 4114 PC	USD	20170914
G2306	US3137AURW13	FHR 4114 MB	USD	20170914
G2307	US3137AURX95	FHR 4114 MI	USD	20170914
G2325	US31398ENL47	FHR 3553 PE	USD	20170914
E127	GB0009465807	WEIR GROUP PLC	GBP	20170914
E128	CH0011075394	ZURICH INSURANCE	CHF	20170914
E129	US0028241000	ABBOTT LABS	USD	20170914
E131	US0374111054	APACHE CORP	USD	20170914
E139	US25179M1036	DEVON ENERGY CO	USD	20170914
E140	US2910111044	EMERSON ELEC CO	USD	20170914
E143	GB00B1XZS820	ANGLO AMER PLC	GBP	20170914
E144	NL0000852564	AALBERTS INDS	EUR	20170914
E145	BE0003793107	ANHEUSER-BUSCH I	EUR	20170914
E148	GB00B02J6398	ADMIRAL GROUP	GBP	20170914
E150	GB0000282623	AMEC PLC	GBP	20170914
E153	ES0109067019	AMADEUS IT HOLDI	EUR	20170914
E156	DE0008404005	ALLIANZ SE-VINK	EUR	20170914
E157	NL0000235190	AIRBUS GROUP NV	EUR	20170914
E160	SE0000255648	ASSA ABLOY AB-B	SEK	20170914
E161	IT0003506190	ATLANTIA SPA	EUR	20170914
E169	GB0000811801	BARRATT DEV	GBP	20170914
E170	CH0012221716	ABB LTD-REG	CHF	20170914
E174	NL0000852580	BOSKALIS WES	EUR	20170914
E631	SE0000163628	ELEKTA AB-B	SEK	20170914
E632	FR0000121667	ESSILOR INTL	EUR	20170914
E616	JP3910660004	TOKIO MARINE HD	JPY	20170914
E643	IT0000062072	GENERALI ASSIC	EUR	20170914
E644	DE0005785604	FRESENIUS SE & C	EUR	20170914
E654	JE00B4T3BW64	GLENCORE XSTRATA	GBP	20170914
E658	DE0008402215	HANNOVER RUECK S	EUR	20170914
E662	US88160R1014	TESLA MOTORS	USD	20170914
E664	US92857W3088	VODAFONE GRP-ADR	USD	20170914
E671	JP3551200003	ELECTRIC POWER D	JPY	20170914
E672	JP3499800005	MITSUBISHI UFJ L	JPY	20170914
E677	JP3778630008	NAMCO BANDAI HOL	JPY	20170914
E678	JP3300600008	KONICA MINOLTA	JPY	20170914
E679	JP3292200007	JTEKT CORP	JPY	20170914
E685	JP3428600005	TONENGEN SEKIYU	JPY	20170914
E686	JP3511800009	CHIBA BANK LTD	JPY	20170914
E687	JP3729000004	SHINSEI BANK LTD	JPY	20170914
E690	SE0000103699	HEXAGON AB-B	SEK	20170914
E693	IT0001250932	HERA SPA	EUR	20170914
E697	SE0000652216	ICA GRUPPEN AB	SEK	20170914
E700	GB0005576813	HOWDEN JOINERY G	GBP	20170914
E703	GB0005405286	HSBC HLDGS PLC	GBP	20170914
E704	GB0033986497	ITV PLC	GBP	20170914
E709	GB00B17BBQ50	INVESTEC PLC	GBP	20170914
E710	JE00B3WJHK45	INFORMA PLC	GBP	20170914
E717	SE0000164626	KINNEVIK-B SHS	SEK	20170914
E718	FI0009000202	KESKO OYJ-B	EUR	20170914
T1454	JP1150211330	JF21	JPY	20170914
T1326	GB00B0V3WQ75	UKTI 1.250 11/17	GBP	20170914
T1114	FR0010585901	OATI 2.1 07/23	EUR	20170914
G2587	US3137ATH700	FHR 4097 BG	USD	20170914
T2619	912828SD3	T 1_1/4_01/19	USD	20170914
T1142	IT0000366721	BTP 8.5 DEC23	EUR	20170914
T1638	JP1802731008	JGBS 0 03/20/27	JPY	20170914
G2491	US3136A7VT66	FNR 2012-80 GI	USD	20170914
T1344	GB00B52WS153	UKT 4H 34	GBP	20170914
T1124	GR0124031650	GGB 6.0 07/19	EUR	20170914
T1543	JP1200901690	JL90	JPY	20170914
T1542	JP1200891685	JL89	JPY	20170914
T1546	JP1200931739	JL93	JPY	20170914
T1475	JP11504316B2	JF43	JPY	20170914
G1792	US43641NAD66	HMI 2007-1 4A	USD	20170914
T2731	US912810RA88	T         0.625 02/15/43	USD	20170914
T2974	US912803CZ44	TPRI_02/15/2037	USD	20170914
T2977	US912803DF70	TPRI_02/15/2039_DF7	USD	20170914
T1382	XS0096412548	RESF 5.25 DEC28	GBP	20170914
T1386	XS0099041740	PUBM 7.369 JUN22	GBP	20170914
T1388	XS0103214762	GKNL 6.75 OCT19	GBP	20170914
T1387	XS0099041823	PUBM 8.44 JUN25	GBP	20170914
T1390	XS0103369020	OKB 5.75 DEC28	GBP	20170914
T1391	XS0104326854	IFC 5.5 JUN21	GBP	20170914
T1392	XS0105244585	TSCO 6 DEC29	GBP	20170914
T1397	XS0108297044	TXU 7.25 MAR30	GBP	20170914
T2964	XS0106655235	PG0 6.25 JAN30	USD	20170914
T1393	XS0105290349	AEGO 6.125 DEC31	GBP	20170914
T1396	XS0107681016	HNZ 6.25 FEB30	GBP	20170914
T2965	XS0114288789	RUSS 2.25 MAR30	USD	20170914
T2966	XS0115743519	NEDER 4 AUG30	USD	20170914
T1399	XS0113731433	DEUT 7.125 JUN30	GBP	20170914
E177	US31428X1063	FEDEX CORP	USD	20170914
E130	US0200021014	ALLSTATE CORP	USD	20170914
E154	DE000A1EWWW0	ADIDAS AG	EUR	20170914
E159	GB0006731235	ASSOC BRIT FOODS	GBP	20170914
G2385	US38378DPD11	GNR 2012-39 SC	USD	20170914
G2391	US38376GF709	GNR 2011-16 IO	USD	20170914
E141	US3453708600	FORD MOTOR CO	USD	20170914
E167	IT0001031084	BANCA GENERALI S	EUR	20170914
E147	NL0000303709	AEGON NV	EUR	20170914
E126	FI0009003727	WARTSILA OYJ ABP	EUR	20170914
E152	GB0030927254	ASOS PLC	GBP	20170914
E155	GRS015013006	ALPHA BANK A.E.	EUR	20170914
E135	US1491231015	CATERPILLAR INC	USD	20170914
E138	US2635341090	DU PONT (EI)	USD	20170914
E163	DE000BASF111	BASF SE	EUR	20170914
E164	DE000BAY0017	BAYER AG-REG	EUR	20170914
E168	ES0113679I37	BANKINTER	EUR	20170914
E175	FR0000120644	DANONE	EUR	20170914
E176	US35671D8570	FREEPORT-MCMORAN	USD	20170914
E178	US90130A1016	TWENTY-FIRST C-A	USD	20170914
E179	US3695501086	GENERAL DYNAMICS	USD	20170914
E180	US37045V1008	GENERAL MOTORS C	USD	20170914
E181	US38141G1040	GOLDMAN SACHS GP	USD	20170914
E182	US4385161066	HONEYWELL INTL	USD	20170914
E184	US4581401001	INTEL CORP	USD	20170914
E186	FR0000121147	FAURECIA	EUR	20170914
E681	JP3894900004	ISETAN MITSUKOSH	JPY	20170914
E682	JP3443600006	TAISEI CORP	JPY	20170914
E684	JP3419400001	SEKISUI CHEM CO	JPY	20170914
E663	US92719A1060	VIMPELCOM LT-ADR	USD	20170914
E688	JP3131430005	AEON MALL CO LTD	JPY	20170914
E665	US92532F1003	VERTEX PHARM	USD	20170914
E668	US9668371068	WHOLE FOODS MKT	USD	20170914
E667	US9839191015	XILINX INC	USD	20170914
E691	GB00B1VZ0M25	HARGREAVES LANSD	GBP	20170914
E694	GB00BGLP8L22	IMI PLC	GBP	20170914
E674	JP3918000005	MEIJI HD	JPY	20170914
E699	AT0000809058	IMMOFINANZ AG	EUR	20170914
E675	JP3753000003	NIPPON YUSEN	JPY	20170914
E676	JP3944130008	USS CO LTD	JPY	20170914
E706	PTJMT0AE0001	JERONIMO MARTINS	EUR	20170914
E683	JP3756100008	NITORI HOLDINGS	JPY	20170914
E708	GB0006834344	INTU PROPERTIES	GBP	20170914
E666	US9581021055	WESTERN DIGITAL	USD	20170914
E714	SE0000106270	HENNES & MAURI-B	SEK	20170914
E715	CH0025238863	KUEHNE & NAGEL-R	CHF	20170914
E692	JE00B3CM9527	HENDERSON GROUP	GBP	20170914
E698	GB00B85KYF37	INTERCONTINENTAL	GBP	20170914
E702	GRS260333000	HELLENIC TELECOM	EUR	20170914
E680	JP3738600000	NGK SPARK PLUG	JPY	20170914
E712	GB00B61TVQ02	INCHCAPE PLC	GBP	20170914
E716	IE0004927939	KINGSPAN GROUP	EUR	20170914
G2331	US31398NEH35	FNR 2010-95 BI	USD	20170914
G1783	XS0808637218	BILK 3 A1	EUR	20170914
G1800	XS0226156536	MPS 1X A2C	USD	20170914
T1607	JP1801961002	JGBS 0 06/20/19	JPY	20170914
T1032	DE0001143329	BUND CPN JUL29	EUR	20170914
G1776	XS0274760742	EGRET I-X M	EUR	20170914
G2369	US38378BDY20	GNR 2012-22 IO	USD	20170914
T1441	JP11029718C3	JB297	JPY	20170914
T1358	XS0058957316	NORW 8.875 MAR26	GBP	20170914
C1300	XS0138039275	KFW 5 6/36	GBP	20170914
T1078	FR0000570921	OAT 8.50 10/19	EUR	20170914
T1651	JP1803061009	JGBS 0 06/20/30	JPY	20170914
G2191	US125879PU42	BSSP 2006-16 4A4	USD	20170914
T1435	JP1102911847	JB291	JPY	20170914
T1085	FR0000571010	OAT CPN APR22	EUR	20170914
T1278	XS0114165276	ASSG 6.9 JUL22	EUR	20170914
T3052	ZAG000016320	RSA 10.5 DEC26	ZAR	20170914
T879	XXXXXXXXXXXX	BOBL   0.500 10/13/17	EUR	20170914
T3051	ZAG000003690	ESK 13.5 1AUG20 E170	ZAR	20170914
T1281	DE0001141646	OBL .5 10/17	EUR	20170914
T2616	912828TN0	T 1_08/19	USD	20170914
T2617	912828TR1	T 1_09/19	USD	20170914
T2621	912828TV2	T 1_1/4_10/19	USD	20170914
T2622	912828SX9	T 1_1/8_05/19	USD	20170914
T2623	912828UF5	T 1_1/8_12/19	USD	20170914
T2624	912828UB4	T 1_11/19	USD	20170914
T2625	912828RP7	T 1_3/4_10/18	USD	20170914
T2626	912828SH4	T 1_3/8_02/19	USD	20170914
T2629	912828RY8	T 1_3/8_12/18	USD	20170914
T2630	912828TJ9	T 1_5/8_08/22	USD	20170914
E187	SE0000108656	ERICSSON LM-B	SEK	20170914
E188	SE0000103814	ELECTROLUX AB-B	SEK	20170914
E189	US6092071058	MONDELEZ INTER-A	USD	20170914
E190	US88579Y1010	3M CO	USD	20170914
E191	US6558441084	NORFOLK SOUTHERN	USD	20170914
E193	US7181721090	PHILIP MORRIS IN	USD	20170914
E195	US8288061091	SIMON PROPERTY	USD	20170914
E197	US9113121068	UNITED PARCEL-B	USD	20170914
E199	US2567461080	DOLLAR TREE INC	USD	20170914
E200	US25490A3095	DIRECTV	USD	20170914
E201	US30219G1085	EXPRESS SCRIPTS	USD	20170914
E205	US0382221051	APPLIED MATERIAL	USD	20170914
E206	US0567521085	BAIDU INC-SP ADR	USD	20170914
E207	US12673P1057	CA INC	USD	20170914
E209	JP3729400006	NIPPON EXPRESS	JPY	20170914
E210	GB00B62G9D36	CAPITAL & COUNTI	GBP	20170914
E212	GB00B033F229	CENTRICA PLC	GBP	20170914
E213	DK0060227585	CHR HANSEN HOLDI	DKK	20170914
E215	CH0012138530	CREDIT SUISS-REG	CHF	20170914
E226	DE0005140008	DEUTSCHE BANK-RG	EUR	20170914
E231	NL0009294552	DELTA LLOYD NV	EUR	20170914
E237	CA1488871023	CATAMARAN CORP	USD	20170914
T1678	JP1803731007	JGBS 0 03/20/37	JPY	20170914
T1686	JP2110003965	SAITAP 1.64 06/25/19	JPY	20170914
E245	US8064071025	HENRY SCHEIN INC	USD	20170914
E249	US6117401017	MONSTER BEVERAGE	USD	20170914
E183	DE0005810055	DEUTSCHE BOERSE	EUR	20170914
E719	BE0003565737	KBC GROEP	EUR	20170914
E696	DE0006231004	INFINEON TECH	EUR	20170914
E713	FI0009013403	KONE OYJ-B	EUR	20170914
E722	JP3689500001	ORACLE CORP JPN	JPY	20170914
E725	JP3695200000	NGK INSULATORS	JPY	20170914
E726	JP3351200005	SHIZUOKA BANK	JPY	20170914
E729	JP3657400002	NIKON CORP	JPY	20170914
E730	JP3955400001	BANK OF YOKOHAMA	JPY	20170914
